CVR-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Virksomhedsform;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
12015291;01.06.1988;31.12.2007;Silkeborg Ørne Apotek v/Anders Kristian Bech ;Valkyrievej 12;8600;Silkeborg;Enkeltmandsvirksomhed;523100 Apoteker;86821500;;Nej
60825610;01.12.1981;31.08.2001;Århus Stjerne Apotek v/Svend Ib Mose ;Skåde Højgårdsvej 101;8270;Højbjerg;Enkeltmandsvirksomhed;523100 Apoteker;86276621;;Nej
79227315;01.11.1985;10.07.2001;DET SKÆVE APOTEK V/LEISY SNEHØJ ANDERSEN ;Digterparken 17A;4500;Nykøbing;Enkeltmandsvirksomhed;554010 Værtshuse, bodegaer mv.;59651339;;Nej
14033106;01.04.1990;31.12.2014;SØNDERBORG LØVE APOTEK V/HELVIG WALLØE HANSEN ;Perlegade 4;6400;Sønderborg;Enkeltmandsvirksomhed;477300 Apoteker;74422000;;Nej
76479518;01.01.1985;31.12.2007;Gammel Kongevej Apotek v/Hans Gunnar Børsting ;c/o Hans Børsting -   Langkærgårdsvej 60;3460;Birkerød;Enkeltmandsvirksomhed;523100 Apoteker;33313288;;Nej
17551787;01.03.1994;30.06.2012;VRÅ APOTEK V/APOTEKER TORBEN STEEN ROSENBERG ;Østergade 19;9760;Vrå;Enkeltmandsvirksomhed;477300 Apoteker;98981698;t.s.rosenberg@gmail.com;Nej
10898277;01.06.1979;31.01.2008;Kalundborg Svane Apotek v/Ib Mølsted Madsen ;Brandsbjerg 44;4400;Kalundborg;Enkeltmandsvirksomhed;477300 Apoteker;59510005;;Nej
18183307;01.01.1995;30.06.2015;Nykøbing F Løve Apotek v/Birgit Kryger ;Langgade 5;4800;Nykøbing;Enkeltmandsvirksomhed;477300 Apoteker;54853300;nykloeve@apoteket.dk;Nej
19401375;01.09.1996;30.09.2009;Nørre-Snede Apotek v/Steen Harald Larsen ;Bredgade 22;8766;Nørre;Enkeltmandsvirksomhed;477300 Apoteker;75771355;;Nej
12707983;01.03.1989;30.06.2016;ESBJERG NEPTUN APOTEK V/HANS KRISTIAN GADE-KRISTENSEN ;Kongensgade 79;6700;Esbjerg;Enkeltmandsvirksomhed;477300 Apoteker;75133229;;Nej
17602349;01.03.1994;28.02.2018;SLAGELSE APOTEK - SVANE V/BIRGIT MENSBERG CITY 3 ;Strandhyttevej 7;2670;Greve;Enkeltmandsvirksomhed;477300 Apoteker;43907050;;Nej
25872460;01.01.2001;30.03.2020;Det Lille Apotek v/Liane Susanne Ilum Nielsen ;Hovedgaden 46;4050;Skibby;Enkeltmandsvirksomhed;563000 Cafeér, værtshuse, diskoteker mv.;47527196;;Nej
17569236;15.11.2008;31.01.2013;Pihl Vikar/Det Lille Apotek v/Pia Pihl ;Storegade 20;6800;Varde;Enkeltmandsvirksomhed;782000 Vikarbureauer;29865785;info@piapihl.dk;Nej
17441884;01.01.1994;02.01.1994;DET LILLE APOTEK V/LARS THRANE & KIM LAURIDSEN ;Nygårdsparken 52;6740;Bramming;Interessentskab;554010 Værtshuse, bodegaer mv.;;;Nej
16503649;01.12.1992;31.01.2013;SVENDBORG LØVE APOTEK V/ HANS ULRIK SCHAFFALITZKY DE MUCADELL ;c/o schaffalitzky de muckadell -   Strandhuse 33;5700;Svendborg;Enkeltmandsvirksomhed;477300 Apoteker;62201819;schaffalitzky@apoteket.dk;Nej
10667291;01.06.1987;31.05.2002;ISLANDS BRYGGE APOTEK V/APOTEKER ULLA B OVERGAARD JENSEN ;c/o Ulla Overgaard Jensen -   Skovbrynet 1;2880;Bagsværd;Enkeltmandsvirksomhed;523100 Apoteker;32956361;;Nej
20441704;20.11.1997;30.06.2005;DET GAMLE APOTEK KLINIK FOR MASSAGE OG IDRÆTSSKADERV/PERNILLE K BILLENSTEIN ;Ved Parken 12  -  Koldby;7752;Snedsted;Enkeltmandsvirksomhed;851490 Andet sundhedsvæsen;97936161;;Nej
31282985;27.02.2008;05.01.2012;DET GAMLE APOTEK ApS ;Middelgade 2;8900;Randers;Anpartsselskab;477830 Forhandlere af gaveartikler og brugskunst;86422030;hb@detgamleapotek.eu;Nej
35042075;14.02.2013;09.07.2015;DET LILLE APOTEK ApS ;c/o Torben Elkjær Jakobsen -   Elmevej 21;6854;Henne;Anpartsselskab;563000 Cafeér, værtshuse, diskoteker mv.;;;Nej
ApS202191;16.05.1991;18.03.1993;INVESTERINGSSELSKABET DET LILLE APOTEK ApS ;c/o Find Lykkebøe Andersen -   Adelgade 102A  -  Postboks 446;8660;Skanderborg;Anpartsselskab;;;;Nej
60817928;06.11.1981;01.06.2000;RESTAURANT ITALIANO DET GAMLE APOTEK V/J.P.S.RICHARD OG G.A. DE STEFANO ;Storegade 77C;6100;Haderslev;Interessentskab;553010 Restauranter;74529596;;Nej
26739322;12.08.2002;02.07.2012;APOTEK 1 DANMARK ApS ;c/o Kromann Reumert -   Sundkrogsgade 5;2100;København;Anpartsselskab;999999 Uoplyst;;;Nej
ApS191453;21.05.1990;24.06.1994;DET LILLE APOTEK, AALBORG ApS ;Jomfru Ane Gade 12;9000;Aalborg;Anpartsselskab;;;;Nej
ApS221747;15.05.1995;11.04.1997;"""DET GAMLE APOTEK"" - RESTAURANT WESTERGAARD ApS ";Apotekergade 1;6100;Haderslev;Anpartsselskab;;;;Nej
20452633;06.11.1997;07.07.2003;NIHAW - DET KINESIESKE APOTEK ApS ;Peder Skrams Gade 17 -  st. tv.;1054;København;Anpartsselskab;851220 Praktiserende speciallæger og ambulatorier;33128312;;Nej
78591412;28.06.1985;28.05.2009;DET LILLE APOTEK. VARDE ApS ;c/o Elisabeth og Bent Jensen -   Fyrrelunden 17;6800;Varde;Anpartsselskab;563000 Cafeér, værtshuse, diskoteker mv.;75223132;;Nej
27291414;11.08.2003;26.02.2008;DET GAMLE APOTEK AF 2003 ApS ;Apotekergade 1;6100;Haderslev;Anpartsselskab;561010 Restauranter;;;Nej
12435177;01.05.1988;02.03.2001;DET BETTE APOTEK 88. BRØNDERSLEV A/S ;Nørregade 30 - 36;9700;Brønderslev;Aktieselskab;980000 Uoplyst;;;Nej
27665977;02.03.2004;01.01.2008;Apoteker Svend Nielsen & ægtefælleFuldmægtig Ulla Leegaard Nielsens Mindefond ;c/o Advokatfirmaet Jost Jensen & Thomasen -   Taastrup Hovedgade 105;2630;Taastrup;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
74694128;01.01.1985;31.12.2003;DANMARKS APOTEKERFORENING ;Amaliegade 16;1256;København;Forening;911200 Faglige, oplysende foreninger;;;Nej
11352030;01.11.1987;30.11.2008;SVANE APOTEKET ;Strandboulevarden 1;4800;Nykøbing;Enkeltmandsvirksomhed;477300 Apoteker;54850622;mbalslev@apoteket.dk;Nej
20881038;01.07.1998;27.02.2015;SVANE APOTEKET SKIVE V/JENS SCHMIDT NIELSEN ;Nørregade 22;7800;Skive;Enkeltmandsvirksomhed;477300 Apoteker;97524211;;Nej
18210401;01.03.1995;31.12.2017;Ilsa N.Hald ;Parkvej 33;2830;Virum;Enkeltmandsvirksomhed;477300 Apoteker;45859540;Ilsa@apoteket.dk;Ja
16767204;17.02.1993;01.03.2003;DOCTORS PUB OG APOTEKERKÆLDER I/S ;c/o Kjeld A M Frandsen -   Vodroffsvej 5 -  4. tv.;1900;Frederiksberg;Interessentskab;980000 Uoplyst;35398363;;Nej
19393402;01.09.1996;31.12.2009;Perminconsult v/ Kirsten Permin ;Kanalbuen 26;2870;Dyssegård;Enkeltmandsvirksomhed;702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse;35817500;;Nej
15773316;26.02.1971;31.12.2013;Malerfirmaet Krogmann v/Jack Krogmann ;Søhusvej 45A  -  Søhus;5270;Odense;Enkeltmandsvirksomhed;433410 Malerforretninger;66141537;krogmann@naturens-apotek.dk;Nej
10898889;12.02.2008;29.10.2014;Swan Pharmacy Trading v/Poul Pedersen ;Bekkasinvej 6;8270;Højbjerg;Enkeltmandsvirksomhed;464610 Engroshandel med medicinalvarer og sygeplejeartikler;86130247;aarhus-svane@apotek.dk;Nej
74699812;01.10.1984;30.06.2007;Kaj Kirkegaard ;Trøstrupsgade 52;7400;Herning;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;97127466;;Nej
65104113;01.05.1981;30.06.2005;Verner Faurby ;Nordre Strandvej 194P;3140;Ålsgårde;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;49707110;;Nej
16308285;01.04.1982;31.12.2014;LØVE APOTEKET ;Adelgade 7;7800;Skive;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;97524166;;Nej
27167020;01.06.2003;30.09.2011;Gunnar B Muus ;c/o Adv Saskia Krüger Larsen -   Grønningen 25;1270;København;Enkeltmandsvirksomhed;477300 Apoteker;55814013;;Nej
10889499;01.05.1977;31.07.2001;Henrik Højmark ;Firkløvervej 12;8240;Risskov;Enkeltmandsvirksomhed;523100 Apoteker;86178221;;Nej
12576781;18.10.1983;10.08.2009;Lone Dahl Pind ;Algade 21 -  1.;4230;Skælskør;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;58191612;;Nej
76312311;01.12.1984;30.04.2018;Udlejer Andy Mortensen ;Vibevænget 4;5700;Svendborg;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;75628848;;Nej
12216432;01.01.1987;20.09.2004;APOTEKERKÆLDEREN ;Bredgade 118;7760;Hurup;Interessentskab;524210 Dametøjsforretninger;97953100;;Nej
12369107;01.10.1988;27.08.2020;Allan Kelbæk ;Langgade 5;5874;Hesselager;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;62251003;;Nej
19582140;01.11.1996;31.12.2019;LØVE APOTEKET HADERSLEV BO BJERREGAARD ANDERSEN ;c/o Postboks 84 -   Gravene 1;6100;Haderslev;Enkeltmandsvirksomhed;477300 Apoteker;74522443;;Nej
17529692;01.02.1994;31.12.2019;Jørgen Due Nørretranders ;Iglsøvej 22A;7850;Stoholm;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;97541409;;Ja
13802335;01.02.1990;31.12.2016;Udlejningsejendom v/Ruth Knudsen ;Jernbanegade 27 -  st. th.;6870;Ølgod;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;75245267;ithader@gmail.com;Nej
10308445;01.08.1986;30.04.2017;Kjeld Askgaard ;Storetorv 1;6200;Aabenraa;Enkeltmandsvirksomhed;477300 Apoteker;73620995;kjeldaskgaard@hotmail.com;Nej
69213812;01.10.1982;21.07.2006;Troels Fabricius ;Bøssehage 1;5970;Ærøskøbing;Enkeltmandsvirksomhed;980000 Uoplyst;64751016;;Nej
31121787;01.01.2008;28.02.2019;Lægerne i Apotekergaarden v/Jørgen Nordgaard-Andersen ;Møllevangen 5;4300;Holbæk;Enkeltmandsvirksomhed;862100 Alment praktiserende læger;59440570;apotekergaarden@dadlnet.dk;Nej
16922730;01.05.1993;22.11.2018;ABR Consult v/Anne Birgitte Rasmussen ;Strandagervænget 24;7000;Fredericia;Enkeltmandsvirksomhed;477300 Apoteker;24619631;birgitter@apoteket.dk;Ja
10817390;03.10.1958;30.06.2005;Hr. Holger Lykke Evald ;c/o Box 172 -   Jernbanegade 3;9500;Hobro;Enkeltmandsvirksomhed;980000 Uoplyst;98521323;;Nej
76836728;01.01.1985;30.11.2012;Ejendommen Indre Krummerupvej 1 v/Ib Niels Rasmussen ;Indre Krummerupvej 1;4250;Fuglebjerg;Enkeltmandsvirksomhed;477300 Apoteker;55453379;;Nej
78005718;01.08.1985;30.06.2002;Knud D Schmidt ;Hesseltoft 3;7100;Vejle;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;75820492;;Nej
72217519;01.07.1983;30.06.2007;Bent Bidstrup ;Gråkildevej 36;7700;Thisted;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;97920488;;Ja
48340768;15.12.1986;09.11.2008;APOTEKER EIGIL STAAL ;Solbakken 34;8450;Hammel;Enkeltmandsvirksomhed;477500 Detailhandel med kosmetikvarer og produkter til personlig pleje;86969330;;Nej
63555215;30.05.1980;30.06.2008;Lægerne i Apotekergaarden I/S ;Bysøstræde 1;4300;Holbæk;Interessentskab;862100 Alment praktiserende læger;59440570;;Nej
10892198;01.12.1977;30.09.2005;Svane Apoteket Randers v/Jens Jørgen Oxlund ;Torvegade 12 -  st. th.;8900;Randers;Enkeltmandsvirksomhed;523100 Apoteker;86428266;;Nej
10706343;01.11.1977;01.01.2004;APOTEKET BJØRNEN V/THORKILD KRARUP LANGE ;Hjortekærsvej 121B;2800;Kgs.Lyngby;Enkeltmandsvirksomhed;523100 Apoteker;45881147;;Ja
19427005;01.09.1996;31.01.2013;Helle Bjarnø ;Sydskrænten 9  -  Øverød;2840;Holte;Enkeltmandsvirksomhed;477300 Apoteker;45411702;;Nej
17781677;01.07.1994;31.10.2013;Birgit Lilleør ;Ladegårdsvej 8;6300;Gråsten;Enkeltmandsvirksomhed;829200 Pakkerier;74541442;;Nej
11630871;01.01.1901;02.04.2004;APOTEKER CHRISTEN MIKKELSENS OG HUSTRUS FAMILIELEGAT MARIANNE LUND LARSEN ;c/o Marianne L. Larsen -   Kokkedalsvej 24;2665;Vallensbæk;Fonde og andre selvejende institutioner;980000 Uoplyst;43536717;;Nej
11708633;01.01.1901;31.12.2006;DANMARKS APOTEKERFORENINGS REJSELEGAT ;c/o DANMARKS APOTEKERFORENING -   Bredgade 54;1260;København;Fonde og andre selvejende institutioner;853260 Legater og fonde med velgørende formål;33767600;;Nej
28733534;01.07.2005;31.12.2008;Midtjysk Boligselskab, Afdeling 99 - Apotekergården (Apoteketgrund) ;c/o v/ Boligkontoret Danmark -   Lundsgade 9;2100;København;Forening;682010 Almennyttige boligselskaber;;;Nej
28810415;01.07.2005;31.12.2008;Sakskøbing Boligselskab, Afdeling 5, Apotekervænget ;c/o v/ Boligkontoret Danmark -   Lundsgade 9;2100;København;Forening;682010 Almennyttige boligselskaber;;;Nej
26365570;15.05.2017;28.02.2018;Health by Glargard ;Vesterfælledvej 41 -  st. tv.;1750;København;Enkeltmandsvirksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;29715858;info@natur-apoteket.dk;Ja
11499643;01.06.1977;02.02.2017;Udlejer Preben Reinhold Jørgensen1 ;Holbergsvej 148;4700;Næstved;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;55720002;naestved@apoteket.dk;Nej
48342116;01.04.1974;31.10.2000;Hr Poul Viggo Henningsen ;Algade 60;9000;Aalborg;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
10660475;01.04.1987;10.10.2016;Ribel-Jørgensen & Co. ;Søbakken 22  -  Rebæk;6000;Kolding;Enkeltmandsvirksomhed;682030 Anden udlejning af boliger;75524233;;Nej
37609307;14.04.2016;16.04.2020;Ejerforeningen APOTEKERGÅRDEN ;Store Torv 7 -  st.;3700;Rønne;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;;peter@williamdam.dk;Nej
10204577;01.05.1986;31.12.2007;Udlejningsejendommen Kongegade 8 ;Kongegade 8;5800;Nyborg;Enkeltmandsvirksomhed;523100 Apoteker;65312233;;Nej
18718839;01.10.1995;30.06.2020;Algade 18 ;c/o Kirsten Rasmussen -   Sølystvej 6;7000;Fredericia;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;62621034;;Nej
29720851;01.03.2014;30.06.2018;Restaurant Spoon v/Lena Hermansen ;Holmboes Alle 13;8700;Horsens;Enkeltmandsvirksomhed;561010 Restauranter;24416124;lenag@live.dk;Nej
52530059;01.09.1985;15.08.2019;Friheden v/Steffen de Teilman Hald ;Parkvej 33;2830;Virum;Enkeltmandsvirksomhed;477300 Apoteker;36784433;hald@apoteket.dk;Ja
13029393;01.06.1989;30.04.2017;Apo Vikar v/Ingrid Maisy Fog ;Sivhøjen 4;8800;Viborg;Enkeltmandsvirksomhed;782000 Vikarbureauer;86674311;ingrid.fog@apovikar.dk;Nej
10586070;01.03.1987;18.03.2010;Per Willems ;Vesterlundvej 187;8600;Silkeborg;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;40136209;pw@apoteket.dk;Nej
10441331;01.11.1986;18.10.2017;Bodil Brock ;Ludvig Feilbergs Vej 21;8230;Åbyhøj;Personligt ejet Mindre Virksomhed;477300 Apoteker;86159959;bodil@brockfamily.dk;Ja
64981528;01.05.1981;30.06.2013;APOTEKER J.F.ABRAHAM ;Jernkåsvej 3;2770;Kastrup;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;32506336;;Nej
17418106;15.11.1993;01.01.2002;BETON-APOTEKET V/PÅL GJETRANG ;Halvtolv 5 -  2. mf.;1436;København;Enkeltmandsvirksomhed;511300 Agenturhandel med tømmer og andre byggematerialer;36341900;beton@image.dk;Nej
11580173;01.01.1901;20.10.2004;Apoteker Poul Helweg Mikkelsens Legat ;c/o LEGATKONTORET -  V. 118 RÅDHUSET -   Flakhaven 2;5000;Odense;Fonde og andre selvejende institutioner;853260 Legater og fonde med velgørende formål;;;Nej
10802636;01.02.1975;26.01.2011;Udlejningsejendommen Ahlgade 32 v/K. Andersen ;Pakhusstræde 11 -  4. th.;4300;Holbæk;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;59432306;;Nej
25227905;01.05.2000;28.12.2006;Løve Apoteket Frederikshavn V/Flemming Mølkjær Olsen ;Danmarksgade 46;9900;Frederikshavn;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
27590578;01.01.2004;30.06.2012;Nordisk Apoteksforening ;c/o Danmarks Apotekerforening -   Kanonbådsvej 10;1437;København;Forening;941200 Faglige sammenslutninger;;;Nej
20135581;01.08.1997;30.06.2018;Delfs udlejning ;Skippervej 60;5270;Odense;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;66188414;delfs@oncable.dk;Ja
10419735;01.11.1986;31.12.2013;LØVE APOTEKET V/ERIK GROTH ;Urbakken 24;9210;Aalborg;Enkeltmandsvirksomhed;477300 Apoteker;98120366;;Nej
17267035;01.11.1993;30.11.2012;Sindahl Nielsen ;Krathave 6;7100;Vejle;Enkeltmandsvirksomhed;682030 Anden udlejning af boliger;75820412;annelise@sindahl-nielsen.dk;Nej
16348643;01.10.1992;30.09.2018;Tove Lunøe Invest ;Sløvkrog 13;8850;Bjerringbro;Enkeltmandsvirksomhed;477300 Apoteker;86681561;tovel@apoteket.dk;Ja
11882005;27.10.1986;31.12.2018;APOTEKSDATA I/S ;Gammel Øm 6  -  Øm;4000;Roskilde;Interessentskab;620100 Computerprogrammering;;;Nej
18901684;01.02.1996;30.06.2020;VO Doris Bechmann ;Sølykke 5;6600;Vejen;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;74831328;;Nej
72425510;01.08.1983;01.09.2017;Legarths udlejning ;Skolestien 19;3150;Hellebæk;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;49709815;legarths@mail.dk;Nej
36006048;15.09.2014;17.09.2019;Beboerforeningen afd.5 Apotekervænget ;Apotekervænget 24;4990;Sakskøbing;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;53145333;bf.afd5@gmail.com;Ja
11634478;01.01.1901;27.06.2016;Apoteker Julius Waels og cand.pharm. Helga Waels fond ;c/o Det Sundhedsvidenskabelige Fakultet -  ... -   Blegdamsvej 3B;2200;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45128961;legater@sund.ku.dk;Nej
26088992;01.09.2001;06.09.2019;SA v/Anette M Carlsen ;Benløse By 6B;4100;Ringsted;Enkeltmandsvirksomhed;477300 Apoteker;57830012;;Nej
21397008;01.02.1999;04.09.2019;LEJ udlejning ;c/o Lis Ellinor Jensen -   Østbanegade 21 -  1. tv.;2100;København;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;35266744;552lj@apoteket.dk;Ja
20270497;31.12.1996;28.08.2017;Udlejningsejendomme v/Jan Lunde & Allan Thyrrestrup ;Stubdrupvej 27;9700;Brønderslev;Interessentskab;682040 Udlejning af erhvervsejendomme;98821503;;Nej
38371681;29.01.2017;24.12.2018;Med2Go ;Krohaven 142;4140;Borup;Enkeltmandsvirksomhed;532000 Andre post- og kurertjenester;;mero_2700@hotmail.com;Ja
61120610;01.02.1982;31.03.2008;Fhv. Apoteker Bjarne Simonsen ;Nørrevang 7;7620;Lemvig;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;97810418;;Nej
72984013;21.04.2010;30.06.2014;Pharma-distribution-Kolding v/Stepan Svoboda ;c/o v/ Stepan Svoboda -   A.D. Burcharths Vej 11;6000;Kolding;Enkeltmandsvirksomhed;477500 Detailhandel med kosmetikvarer og produkter til personlig pleje;75527200;svoboda.kolding@stofanet.dk;Nej
10898579;01.09.1979;31.12.2006;Mogens Ernst Hansen ;Skodsborgvej 104;9270;Klarup;Enkeltmandsvirksomhed;523100 Apoteker;98319335;;Nej
64349619;17.03.1981;30.10.2004;Fasan Apoteket v/Poul Wendelboe Nielsen ;Asmundshøj 445;3480;Fredensborg;Enkeltmandsvirksomhed;980000 Uoplyst;48482445;;Nej
58039217;01.12.2006;28.02.2007;Grillbaren v/ Leif Peter Ørndorf ;Holsteinsgade 12;8300;Odder;Enkeltmandsvirksomhed;553020 Cafeterier, pølsevogne, grillbarer, isbarer mv.;86560207;leif@filatelisten.dk;Nej
72570316;01.10.1983;30.09.2009;Udlejer Carsten Hansen ;Fåborgvej 80;5762;Vester;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;62242466;;Nej
38411357;01.07.1977;30.06.2019;John Tranberg ;Neder Hjerkvej 10  -  Hjerk;7870;Roslev;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;97579161;;Nej
19291987;01.07.1996;31.12.2015;Kirsten Poltorak ;Vibevej 1;9330;Dronninglund;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;98842222;k.poltorak@mail.tele.dk;Nej
18229935;21.01.1993;11.04.2001;APOTEKERGÅRDENS KIOSK/ PALLE BOMBERG MIKKELSEN ;Jens Juels Vej 7;5230;Odense;Enkeltmandsvirksomhed;980000 Uoplyst;66111398;;Nej
78175419;01.09.1985;31.07.2006;Sven Gjesing ;Labæk 4;4300;Holbæk;Enkeltmandsvirksomhed;980000 Uoplyst;;;Nej
21257400;01.12.1998;31.12.2019;Ejendommen Ålandsgade ;c/o Kirsten Norman -   Skippervænget 7;2791;Dragør;Enkeltmandsvirksomhed;477300 Apoteker;32536577;knorman@tdcadsl.dk;Ja
11655645;01.01.1901;31.12.2003;APOTEKER VIGGO FREDERIKSENS LEGAT TIL FORDEL FOR KONG CHRISTIAN IXS OG DRONNING LOUISES GULDB.LEGAT ;c/o BØRNEHAVEN GULDBRYLLUPSASYLET -   Skt. Pauls Gade 31;8000;Aarhus;Fonde og andre selvejende institutioner;980000 Uoplyst;;;Nej
11698743;01.01.1901;30.12.2014;APOTEKER AUGUST KONGSTEDS FOND ;c/o LRS. WILHELM KAHLKE -   Købmagergade 3 -  2.;1150;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
16164690;17.12.1991;08.08.2014;APOTEKERFONDEN AF 1991 ;c/o DK'S APOTEKERFORE.POSTBOX 2181 -   Bredgade 54;1260;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
75728212;01.10.1984;30.06.2020;Ejendomsselskabet Alpevej 11 v/ Nils Ole Olsen ;Alpevej 11;8543;Hornslet;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;86994834;;Nej
38919563;08.09.2017;10.09.2020;Vejgaard apoteks gavekasse ;c/o Inger Hellegaard -   Hadsundvej 33B;9000;Aalborg;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;98136580;inger.hellegaard@gmail.com;Ja
43351052;02.12.1974;31.12.2006;Dynalingua v/Hedvig Andersen ;Jernbanegade 46 -  3. th.;6400;Sønderborg;Enkeltmandsvirksomhed;748520 Tolkning og oversættelse;74435959;;Nej
16835846;01.04.1993;13.08.2019;Torben Saxov ;Klintedalen 12;3520;Farum;Enkeltmandsvirksomhed;477300 Apoteker;44950239;saxov@apoteket.dk;Nej
74699316;01.04.1985;31.08.2006;Jette Sørensen ;Vordingborgvej 109;4681;Herfølge;Enkeltmandsvirksomhed;980000 Uoplyst;47528007;;Nej
63992518;01.03.1981;31.03.2007;LØVE APOTEKET V/POUL ERIK CHRISTENSEN ;Bredgade 4;7400;Herning;Enkeltmandsvirksomhed;523100 Apoteker;97120022;;Nej
10886333;01.08.1977;31.12.2005;Colstrups Plantage/Erik Colstrup ;Hvedevænget 3;6990;Ulfborg;Enkeltmandsvirksomhed;020100 Skovbrug;97490950;;Nej
14789006;01.03.1991;29.12.2014;Draebye Management v/Nils Dræbye ;Vodroffsvej 16 -  1. mf.;1900;Frederiksberg;Enkeltmandsvirksomhed;620200 Konsulentbistand vedrørende informationsteknologi;49211449;nils@Draebye.com;Nej
72254112;01.07.1983;30.06.2012;Vikarbureau v/Knud Jessen ;Baldursgade 107;6700;Esbjerg;Enkeltmandsvirksomhed;783000 Anden personaleformidling;75122177;knudjessen@jubii.dk;Nej
17254545;01.11.1993;31.03.2017;St. Thomas Consult v/Per Hostrup Larsen ;Dyrehegnet 14;7120;Vejle;Enkeltmandsvirksomhed;477300 Apoteker;75820244;Hostrup.larsen@apoteket.dk;Ja
11760694;01.02.1988;31.05.2007;APOTEKET RYPARKEN V/SØREN NELLEMANN ;Lyngbyvej 155;2100;København;Enkeltmandsvirksomhed;523100 Apoteker;39204042;;Nej
10896592;01.02.1979;15.10.2000;SVANE APOTEKET ;Klosterengen 8;4000;Roskilde;Enkeltmandsvirksomhed;523100 Apoteker;46322300;;Nej
13949042;01.04.1990;31.08.2011;SBS Firma ;c/o Steen Barnstein Sørensen -   Madvigs Alle 12 -  3. tv.;1829;Frederiksberg;Enkeltmandsvirksomhed;477300 Apoteker;43904597;sbs@dbmail.dk;Nej
10859603;01.07.1987;30.09.2017;Sven Nørgaard-Andersen ;Jørgensvej 11;4673;Rødvig;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;23246131;sven@noergaard-stevns.dk;Ja
14169792;01.01.1989;30.06.2004;DANMARKS APOTEKERFORENINGS FÆLLESFOND ;Bredgade 54;1260;København;Fonde og andre selvejende institutioner;980000 Uoplyst;33767600;;Nej
11688985;01.01.1901;10.09.2009;APOTEKER VICTOR PEDERSEN OG HUSTRUMARTHA PEDERSENS LEGAT ;c/o Kræftens Bekæmpelse -   Strandboulevarden 49;2100;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
21305499;10.06.1971;31.12.2004;APOTEKER HARALD BARFOEDS OG HUSTRU DAGMAR BARFOEDS LEGAT ;c/o DK'S FARMACEUTISKE HØJSKOLE -   Universitetsparken 2;2100;København;Fonde og andre selvejende institutioner;731000 Forskning og udvikling inden for naturvidenskab og teknik;;;Nej
11687385;01.01.1901;30.12.2013;APOTEKER AAGE SCHÆFFERS FOND ;c/o Det Farmaceutiske Fakultet -  ATT: Gitte N -   Universitetsparken 2;2100;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45128961;;Nej
